id,image,pixel_bbox,gps_top_left,gps_bottom_right
1,tile_0_0.tif,"[506, 112, 542, 151]","(238870.4358772713, 8062654.454153502)","(238870.74187727127, 8062654.122653502)"
2,tile_0_0.tif,"[187, 491, 219, 511]","(238867.72437727128, 8062651.232653502)","(238867.99637727128, 8062651.062653502)"
3,tile_0_0.tif,"[743, 670, 781, 693]","(238872.45037727128, 8062649.711153503)","(238872.77337727128, 8062649.515653502)"
4,tile_0_0.tif,"[592, 300, 618, 331]","(238871.1668772713, 8062652.856153502)","(238871.38787727128, 8062652.592653502)"
5,tile_0_0.tif,"[1533, 421, 1582, 447]","(238879.16537727127, 8062651.827653502)","(238879.5818772713, 8062651.606653502)"
6,tile_0_10944.tif,"[1435, 790, 1482, 814]","(238971.3563772713, 8062648.691153502)","(238971.7558772713, 8062648.487153502)"
7,tile_0_10944.tif,"[41, 593, 88, 621]","(238959.50737727128, 8062650.365653502)","(238959.90687727128, 8062650.127653502)"
8,tile_0_10944.tif,"[1748, 699, 1781, 743]","(238974.0168772713, 8062649.464653502)","(238974.2973772713, 8062649.090653502)"
9,tile_0_10944.tif,"[871, 153, 896, 193]","(238966.5623772713, 8062654.105653502)","(238966.7748772713, 8062653.765653502)"
10,tile_0_10944.tif,"[626, 790, 651, 818]","(238964.47987727128, 8062648.691153502)","(238964.69237727128, 8062648.453153502)"
11,tile_0_12768.tif,"[674, 160, 707, 184]","(238980.39187727126, 8062654.046153503)","(238980.6723772713, 8062653.842153503)"
12,tile_0_12768.tif,"[576, 628, 620, 665]","(238979.55887727128, 8062650.068153502)","(238979.93287727126, 8062649.753653502)"
13,tile_0_12768.tif,"[392, 538, 425, 587]","(238977.99487727127, 8062650.833153502)","(238978.27537727126, 8062650.416653502)"
14,tile_0_12768.tif,"[1591, 271, 1632, 297]","(238988.18637727128, 8062653.1026535025)","(238988.53487727128, 8062652.881653503)"
15,tile_0_12768.tif,"[114, 909, 141, 931]","(238975.63187727128, 8062647.679653502)","(238975.86137727127, 8062647.492653502)"
16,tile_0_14592.tif,"[1287, 737, 1328, 760]","(239001.1063772713, 8062649.141653502)","(239001.4548772713, 8062648.946153502)"
17,tile_0_14592.tif,"[1160, 517, 1181, 538]","(239000.0268772713, 8062651.0116535025)","(239000.20537727128, 8062650.833153502)"
18,tile_0_14592.tif,"[1014, 723, 1035, 750]","(238998.7858772713, 8062649.260653502)","(238998.9643772713, 8062649.031153502)"
19,tile_0_14592.tif,"[342, 961, 378, 989]","(238993.0738772713, 8062647.237653502)","(238993.37987727128, 8062646.999653502)"
20,tile_0_14592.tif,"[168, 248, 193, 272]","(238991.5948772713, 8062653.298153502)","(238991.8073772713, 8062653.094153502)"
21,tile_0_16416.tif,"[1238, 843, 1282, 884]","(239016.1938772713, 8062648.240653502)","(239016.56787727127, 8062647.892153502)"
22,tile_0_16416.tif,"[1672, 609, 1700, 635]","(239019.88287727127, 8062650.229653502)","(239020.12087727129, 8062650.008653502)"
23,tile_0_16416.tif,"[1578, 521, 1598, 541]","(239019.08387727127, 8062650.9776535025)","(239019.2538772713, 8062650.807653503)"
24,tile_0_16416.tif,"[1089, 572, 1130, 613]","(239014.92737727126, 8062650.544153502)","(239015.27587727128, 8062650.195653502)"
25,tile_0_16416.tif,"[1235, 576, 1267, 617]","(239016.16837727127, 8062650.510153502)","(239016.44037727127, 8062650.161653502)"
26,tile_0_1824.tif,"[1091, 549, 1135, 598]","(238890.91237727128, 8062650.739653503)","(238891.28637727126, 8062650.323153502)"
27,tile_0_1824.tif,"[870, 605, 891, 654]","(238889.03387727126, 8062650.263653502)","(238889.21237727127, 8062649.8471535025)"
28,tile_0_1824.tif,"[783, 178, 826, 199]","(238888.29437727126, 8062653.893153503)","(238888.65987727128, 8062653.714653502)"
29,tile_0_1824.tif,"[1552, 749, 1577, 774]","(238894.83087727128, 8062649.039653502)","(238895.04337727127, 8062648.827153502)"
30,tile_0_1824.tif,"[1229, 540, 1255, 575]","(238892.08537727126, 8062650.816153502)","(238892.30637727128, 8062650.518653502)"
31,tile_0_18240.tif,"[27, 147, 52, 191]","(239021.4043772713, 8062654.156653502)","(239021.6168772713, 8062653.782653502)"
32,tile_0_18240.tif,"[4, 964, 40, 1004]","(239021.2088772713, 8062647.212153502)","(239021.5148772713, 8062646.872153502)"
33,tile_0_18240.tif,"[39, 297, 63, 317]","(239021.5063772713, 8062652.881653503)","(239021.7103772713, 8062652.711653502)"
34,tile_0_18240.tif,"[29, 929, 64, 958]","(239021.4213772713, 8062647.509653502)","(239021.71887727128, 8062647.263153502)"
35,tile_0_18240.tif,"[18, 20, 55, 67]","(239021.32787727128, 8062655.236153502)","(239021.6423772713, 8062654.836653502)"
36,tile_0_3648.tif,"[1218, 536, 1266, 580]","(238907.49587727129, 8062650.850153502)","(238907.90387727128, 8062650.476153502)"
37,tile_0_3648.tif,"[677, 550, 715, 573]","(238902.8973772713, 8062650.731153502)","(238903.2203772713, 8062650.535653502)"
38,tile_0_3648.tif,"[1063, 780, 1085, 823]","(238906.17837727128, 8062648.776153502)","(238906.3653772713, 8062648.410653502)"
39,tile_0_3648.tif,"[1545, 27, 1576, 73]","(238910.2753772713, 8062655.1766535025)","(238910.5388772713, 8062654.785653502)"
40,tile_0_3648.tif,"[1140, 934, 1172, 962]","(238906.83287727128, 8062647.467153503)","(238907.10487727128, 8062647.229153502)"
41,tile_0_5472.tif,"[1026, 123, 1064, 171]","(238921.36787727126, 8062654.360653502)","(238921.69087727126, 8062653.952653502)"
42,tile_0_5472.tif,"[1033, 310, 1079, 348]","(238921.42737727126, 8062652.771153502)","(238921.81837727127, 8062652.448153502)"
43,tile_0_5472.tif,"[40, 266, 64, 307]","(238912.98687727127, 8062653.145153502)","(238913.19087727126, 8062652.796653503)"
44,tile_0_5472.tif,"[1768, 294, 1795, 323]","(238927.67487727126, 8062652.907153502)","(238927.90437727128, 8062652.660653502)"
45,tile_0_5472.tif,"[1377, 664, 1422, 705]","(238924.35137727126, 8062649.762153503)","(238924.73387727127, 8062649.413653502)"
46,tile_0_7296.tif,"[1645, 579, 1689, 619]","(238942.1333772713, 8062650.484653502)","(238942.50737727128, 8062650.144653502)"
47,tile_0_7296.tif,"[743, 951, 778, 981]","(238934.46637727128, 8062647.322653502)","(238934.7638772713, 8062647.067653502)"
48,tile_0_7296.tif,"[442, 955, 484, 991]","(238931.9078772713, 8062647.288653502)","(238932.2648772713, 8062646.982653502)"
49,tile_0_7296.tif,"[1519, 812, 1550, 855]","(238941.06237727127, 8062648.504153502)","(238941.32587727127, 8062648.138653502)"
50,tile_0_7296.tif,"[609, 154, 640, 203]","(238933.3273772713, 8062654.0971535025)","(238933.5908772713, 8062653.680653502)"
51,tile_0_9120.tif,"[985, 189, 1017, 214]","(238952.02737727127, 8062653.799653502)","(238952.29937727127, 8062653.587153502)"
52,tile_0_9120.tif,"[960, 372, 992, 407]","(238951.81487727127, 8062652.244153502)","(238952.08687727127, 8062651.946653502)"
53,tile_0_9120.tif,"[1639, 971, 1687, 995]","(238957.58637727128, 8062647.152653502)","(238957.99437727127, 8062646.948653502)"
54,tile_0_9120.tif,"[661, 878, 706, 915]","(238949.27337727128, 8062647.943153502)","(238949.65587727126, 8062647.628653502)"
55,tile_0_9120.tif,"[852, 486, 896, 531]","(238950.89687727127, 8062651.275153502)","(238951.27087727128, 8062650.8926535025)"
56,tile_10260_0.tif,"[1233, 720, 1279, 761]","(238876.6153772713, 8062562.076153502)","(238877.0063772713, 8062561.7276535025)"
57,tile_10260_0.tif,"[3, 10, 36, 42]","(238866.16037727127, 8062568.111153502)","(238866.4408772713, 8062567.839153502)"
58,tile_10260_0.tif,"[710, 425, 745, 456]","(238872.16987727128, 8062564.583653502)","(238872.46737727127, 8062564.320153502)"
59,tile_10260_0.tif,"[1757, 36, 1789, 84]","(238881.06937727128, 8062567.890153502)","(238881.34137727128, 8062567.482153502)"
60,tile_10260_0.tif,"[976, 184, 1008, 207]","(238874.43087727128, 8062566.632153503)","(238874.70287727128, 8062566.436653502)"
61,tile_10260_10944.tif,"[1496, 670, 1529, 707]","(238971.8748772713, 8062562.501153503)","(238972.1553772713, 8062562.186653502)"
62,tile_10260_10944.tif,"[1127, 973, 1168, 1012]","(238968.73837727128, 8062559.925653502)","(238969.0868772713, 8062559.594153502)"
63,tile_10260_10944.tif,"[263, 402, 299, 450]","(238961.3943772713, 8062564.779153503)","(238961.70037727128, 8062564.371153502)"
64,tile_10260_10944.tif,"[585, 839, 633, 887]","(238964.1313772713, 8062561.064653502)","(238964.53937727129, 8062560.656653502)"
65,tile_10260_10944.tif,"[1197, 331, 1234, 376]","(238969.33337727128, 8062565.382653502)","(238969.6478772713, 8062565.000153502)"
66,tile_10260_12768.tif,"[1280, 598, 1325, 629]","(238985.54287727128, 8062563.113153502)","(238985.92537727128, 8062562.849653502)"
67,tile_10260_12768.tif,"[1294, 728, 1337, 764]","(238985.66187727128, 8062562.008153502)","(238986.02737727127, 8062561.702153502)"
68,tile_10260_12768.tif,"[782, 825, 805, 854]","(238981.30987727127, 8062561.183653502)","(238981.50537727127, 8062560.937153502)"
69,tile_10260_12768.tif,"[852, 602, 888, 637]","(238981.90487727127, 8062563.079153502)","(238982.21087727128, 8062562.781653502)"
70,tile_10260_12768.tif,"[26, 75, 58, 116]","(238974.88387727126, 8062567.558653502)","(238975.15587727126, 8062567.210153502)"
71,tile_10260_14592.tif,"[352, 931, 394, 969]","(238993.1588772713, 8062560.282653502)","(238993.51587727127, 8062559.959653502)"
72,tile_10260_14592.tif,"[568, 450, 594, 473]","(238994.9948772713, 8062564.371153502)","(238995.2158772713, 8062564.175653502)"
73,tile_10260_14592.tif,"[227, 737, 257, 779]","(238992.0963772713, 8062561.931653502)","(238992.3513772713, 8062561.574653503)"
74,tile_10260_14592.tif,"[1126, 243, 1171, 279]","(238999.73787727128, 8062566.130653502)","(239000.1203772713, 8062565.824653503)"
75,tile_10260_14592.tif,"[1352, 19, 1396, 54]","(239001.6588772713, 8062568.0346535025)","(239002.0328772713, 8062567.737153502)"
76,tile_10260_16416.tif,"[1604, 849, 1642, 894]","(239019.30487727126, 8062560.979653502)","(239019.62787727127, 8062560.5971535025)"
77,tile_10260_16416.tif,"[1467, 393, 1509, 424]","(239018.14037727128, 8062564.855653502)","(239018.49737727127, 8062564.592153503)"
78,tile_10260_16416.tif,"[1646, 159, 1684, 189]","(239019.66187727128, 8062566.844653502)","(239019.9848772713, 8062566.589653502)"
79,tile_10260_16416.tif,"[723, 815, 754, 846]","(239011.8163772713, 8062561.268653502)","(239012.0798772713, 8062561.005153502)"
80,tile_10260_16416.tif,"[1263, 971, 1295, 999]","(239016.40637727128, 8062559.942653502)","(239016.67837727128, 8062559.704653502)"
81,tile_10260_1824.tif,"[1354, 256, 1379, 299]","(238893.14787727126, 8062566.020153502)","(238893.36037727128, 8062565.654653503)"
82,tile_10260_1824.tif,"[572, 968, 615, 1003]","(238886.50087727126, 8062559.968153502)","(238886.86637727128, 8062559.670653502)"
83,tile_10260_1824.tif,"[935, 99, 962, 135]","(238889.58637727128, 8062567.354653502)","(238889.81587727126, 8062567.048653502)"
84,tile_10260_1824.tif,"[773, 575, 815, 595]","(238888.20937727127, 8062563.308653502)","(238888.56637727126, 8062563.138653502)"
85,tile_10260_1824.tif,"[1315, 345, 1364, 376]","(238892.81637727126, 8062565.263653502)","(238893.23287727128, 8062565.000153502)"
86,tile_10260_18240.tif,"[22, 745, 53, 792]","(239021.3618772713, 8062561.863653502)","(239021.6253772713, 8062561.464153502)"
87,tile_10260_18240.tif,"[7, 839, 33, 873]","(239021.2343772713, 8062561.064653502)","(239021.45537727128, 8062560.775653502)"
88,tile_10260_18240.tif,"[15, 802, 50, 840]","(239021.3023772713, 8062561.379153502)","(239021.59987727128, 8062561.056153502)"
89,tile_10260_18240.tif,"[40, 970, 60, 998]","(239021.5148772713, 8062559.951153502)","(239021.6848772713, 8062559.713153502)"
90,tile_10260_18240.tif,"[5, 390, 26, 421]","(239021.2173772713, 8062564.8811535025)","(239021.39587727128, 8062564.617653502)"
91,tile_10260_3648.tif,"[1244, 224, 1293, 244]","(238907.71687727128, 8062566.292153502)","(238908.1333772713, 8062566.122153502)"
92,tile_10260_3648.tif,"[56, 79, 88, 125]","(238897.61887727128, 8062567.524653502)","(238897.89087727127, 8062567.133653502)"
93,tile_10260_3648.tif,"[1184, 806, 1218, 834]","(238907.2068772713, 8062561.345153502)","(238907.49587727129, 8062561.107153502)"
94,tile_10260_3648.tif,"[1164, 766, 1196, 810]","(238907.03687727128, 8062561.685153502)","(238907.30887727128, 8062561.311153502)"
95,tile_10260_3648.tif,"[459, 207, 481, 229]","(238901.0443772713, 8062566.436653502)","(238901.2313772713, 8062566.249653502)"
96,tile_10260_5472.tif,"[1205, 34, 1238, 62]","(238922.88937727126, 8062567.907153502)","(238923.16987727128, 8062567.669153502)"
97,tile_10260_5472.tif,"[1615, 478, 1647, 519]","(238926.37437727128, 8062564.133153502)","(238926.64637727127, 8062563.7846535025)"
98,tile_10260_5472.tif,"[1497, 877, 1542, 911]","(238925.37137727128, 8062560.741653502)","(238925.75387727126, 8062560.452653502)"
99,tile_10260_5472.tif,"[569, 793, 609, 839]","(238917.48337727127, 8062561.455653503)","(238917.82337727127, 8062561.064653502)"
100,tile_10260_5472.tif,"[1481, 73, 1522, 101]","(238925.23537727128, 8062567.575653502)","(238925.58387727127, 8062567.337653502)"
101,tile_10260_7296.tif,"[1533, 570, 1576, 619]","(238941.18137727128, 8062563.351153502)","(238941.5468772713, 8062562.934653502)"
102,tile_10260_7296.tif,"[119, 61, 161, 106]","(238929.16237727128, 8062567.677653503)","(238929.5193772713, 8062567.295153502)"
103,tile_10260_7296.tif,"[592, 737, 634, 769]","(238933.1828772713, 8062561.931653502)","(238933.53987727128, 8062561.6596535025)"
104,tile_10260_7296.tif,"[1713, 736, 1740, 781]","(238942.71137727128, 8062561.940153502)","(238942.9408772713, 8062561.557653503)"
105,tile_10260_7296.tif,"[719, 251, 749, 295]","(238934.26237727128, 8062566.062653502)","(238934.5173772713, 8062565.688653503)"
106,tile_10260_9120.tif,"[945, 344, 986, 391]","(238951.68737727127, 8062565.272153502)","(238952.03587727126, 8062564.872653502)"
107,tile_10260_9120.tif,"[1574, 974, 1601, 1011]","(238957.0338772713, 8062559.917153502)","(238957.26337727127, 8062559.6026535025)"
108,tile_10260_9120.tif,"[265, 404, 294, 449]","(238945.90737727127, 8062564.762153503)","(238946.15387727128, 8062564.379653502)"
109,tile_10260_9120.tif,"[870, 969, 903, 995]","(238951.04987727126, 8062559.959653502)","(238951.33037727128, 8062559.738653502)"
110,tile_10260_9120.tif,"[130, 309, 156, 341]","(238944.75987727128, 8062565.569653503)","(238944.98087727127, 8062565.297653502)"
111,tile_1026_0.tif,"[683, 699, 703, 746]","(238871.94037727127, 8062640.743653502)","(238872.11037727128, 8062640.344153502)"
112,tile_1026_0.tif,"[227, 87, 258, 126]","(238868.06437727128, 8062645.945653502)","(238868.32787727128, 8062645.6141535025)"
113,tile_1026_0.tif,"[1572, 910, 1602, 930]","(238879.49687727127, 8062638.950153503)","(238879.75187727128, 8062638.780153503)"
114,tile_1026_0.tif,"[1259, 673, 1296, 716]","(238876.83637727128, 8062640.964653502)","(238877.15087727128, 8062640.599153502)"
115,tile_1026_0.tif,"[646, 959, 669, 994]","(238871.6258772713, 8062638.533653502)","(238871.8213772713, 8062638.236153502)"
116,tile_1026_10944.tif,"[357, 311, 380, 331]","(238962.1933772713, 8062644.041653503)","(238962.3888772713, 8062643.871653502)"
117,tile_1026_10944.tif,"[1363, 881, 1403, 902]","(238970.7443772713, 8062639.196653502)","(238971.0843772713, 8062639.018153503)"
118,tile_1026_10944.tif,"[1253, 845, 1300, 880]","(238969.80937727127, 8062639.502653502)","(238970.20887727127, 8062639.2051535025)"
119,tile_1026_10944.tif,"[1627, 972, 1647, 1013]","(238972.98837727128, 8062638.423153502)","(238973.1583772713, 8062638.074653503)"
120,tile_1026_10944.tif,"[832, 432, 868, 471]","(238966.2308772713, 8062643.013153503)","(238966.53687727128, 8062642.681653502)"
121,tile_1026_12768.tif,"[1205, 208, 1244, 257]","(238984.90537727127, 8062644.917153502)","(238985.23687727127, 8062644.5006535025)"
122,tile_1026_12768.tif,"[785, 86, 831, 123]","(238981.3353772713, 8062645.954153502)","(238981.72637727126, 8062645.639653502)"
123,tile_1026_12768.tif,"[1746, 819, 1775, 867]","(238989.5038772713, 8062639.723653502)","(238989.75037727127, 8062639.315653502)"
124,tile_1026_12768.tif,"[1321, 894, 1344, 943]","(238985.89137727127, 8062639.086153503)","(238986.08687727127, 8062638.669653502)"
125,tile_1026_12768.tif,"[1427, 472, 1450, 497]","(238986.79237727128, 8062642.673153502)","(238986.98787727128, 8062642.4606535025)"
126,tile_1026_14592.tif,"[801, 483, 827, 515]","(238996.9753772713, 8062642.579653502)","(238997.1963772713, 8062642.307653503)"
127,tile_1026_14592.tif,"[1769, 681, 1814, 718]","(239005.20337727127, 8062640.896653502)","(239005.58587727128, 8062640.582153502)"
128,tile_1026_14592.tif,"[1391, 516, 1429, 542]","(239001.9903772713, 8062642.299153502)","(239002.3133772713, 8062642.078153502)"
129,tile_1026_14592.tif,"[99, 85, 147, 129]","(238991.0083772713, 8062645.962653502)","(238991.4163772713, 8062645.588653502)"
130,tile_1026_14592.tif,"[1420, 97, 1440, 138]","(239002.2368772713, 8062645.860653502)","(239002.40687727128, 8062645.512153503)"
131,tile_1026_16416.tif,"[1442, 506, 1487, 553]","(239017.9278772713, 8062642.384153502)","(239018.31037727126, 8062641.984653503)"
132,tile_1026_16416.tif,"[631, 247, 676, 282]","(239011.03437727128, 8062644.5856535025)","(239011.4168772713, 8062644.288153502)"
133,tile_1026_16416.tif,"[1179, 183, 1224, 231]","(239015.69237727128, 8062645.129653502)","(239016.07487727128, 8062644.721653502)"
134,tile_1026_16416.tif,"[430, 799, 465, 822]","(239009.32587727127, 8062639.893653503)","(239009.6233772713, 8062639.698153502)"
135,tile_1026_16416.tif,"[598, 560, 622, 583]","(239010.7538772713, 8062641.925153502)","(239010.95787727128, 8062641.729653502)"
136,tile_1026_1824.tif,"[317, 236, 365, 264]","(238884.33337727128, 8062644.679153502)","(238884.74137727128, 8062644.441153502)"
137,tile_1026_1824.tif,"[1179, 423, 1210, 460]","(238891.66037727127, 8062643.089653502)","(238891.92387727127, 8062642.775153502)"
138,tile_1026_1824.tif,"[1553, 104, 1580, 126]","(238894.83937727127, 8062645.801153502)","(238895.06887727126, 8062645.6141535025)"
139,tile_1026_1824.tif,"[589, 146, 619, 185]","(238886.64537727126, 8062645.444153503)","(238886.90037727126, 8062645.112653502)"
140,tile_1026_1824.tif,"[54, 966, 101, 1014]","(238882.09787727127, 8062638.474153502)","(238882.49737727127, 8062638.066153502)"
141,tile_1026_18240.tif,"[31, 553, 65, 598]","(239021.4383772713, 8062641.984653503)","(239021.72737727128, 8062641.602153502)"
142,tile_1026_18240.tif,"[19, 728, 57, 751]","(239021.33637727128, 8062640.497153502)","(239021.65937727128, 8062640.3016535025)"
143,tile_1026_18240.tif,"[34, 799, 55, 841]","(239021.46387727128, 8062639.893653503)","(239021.6423772713, 8062639.536653502)"
144,tile_1026_18240.tif,"[27, 925, 62, 960]","(239021.4043772713, 8062638.822653502)","(239021.7018772713, 8062638.525153502)"
145,tile_1026_18240.tif,"[6, 741, 34, 785]","(239021.2258772713, 8062640.3866535025)","(239021.46387727128, 8062640.012653503)"
146,tile_1026_3648.tif,"[7, 419, 38, 459]","(238897.2023772713, 8062643.123653502)","(238897.4658772713, 8062642.783653502)"
147,tile_1026_3648.tif,"[1036, 453, 1085, 493]","(238905.9488772713, 8062642.834653502)","(238906.3653772713, 8062642.4946535025)"
148,tile_1026_3648.tif,"[1228, 657, 1277, 686]","(238907.58087727128, 8062641.100653502)","(238907.9973772713, 8062640.854153503)"
149,tile_1026_3648.tif,"[360, 113, 395, 162]","(238900.20287727128, 8062645.724653502)","(238900.5003772713, 8062645.308153503)"
150,tile_1026_3648.tif,"[319, 463, 356, 494]","(238899.8543772713, 8062642.749653502)","(238900.1688772713, 8062642.486153502)"
151,tile_1026_5472.tif,"[895, 755, 929, 779]","(238920.25437727128, 8062640.2676535025)","(238920.54337727127, 8062640.063653503)"
152,tile_1026_5472.tif,"[545, 416, 572, 464]","(238917.27937727128, 8062643.149153503)","(238917.50887727126, 8062642.741153502)"
153,tile_1026_5472.tif,"[1307, 235, 1341, 278]","(238923.75637727126, 8062644.687653502)","(238924.04537727128, 8062644.322153502)"
154,tile_1026_5472.tif,"[567, 120, 600, 145]","(238917.46637727128, 8062645.6651535025)","(238917.74687727127, 8062645.452653502)"
155,tile_1026_5472.tif,"[1112, 443, 1134, 487]","(238922.09887727126, 8062642.919653502)","(238922.28587727126, 8062642.545653502)"
156,tile_1026_7296.tif,"[1165, 775, 1208, 805]","(238938.05337727128, 8062640.097653503)","(238938.4188772713, 8062639.842653503)"
157,tile_1026_7296.tif,"[1704, 343, 1740, 364]","(238942.63487727128, 8062643.769653502)","(238942.9408772713, 8062643.591153502)"
158,tile_1026_7296.tif,"[1178, 26, 1215, 54]","(238938.1638772713, 8062646.464153502)","(238938.4783772713, 8062646.226153502)"
159,tile_1026_7296.tif,"[898, 910, 932, 949]","(238935.7838772713, 8062638.950153503)","(238936.07287727128, 8062638.618653502)"
160,tile_1026_7296.tif,"[277, 204, 305, 241]","(238930.5053772713, 8062644.951153502)","(238930.74337727128, 8062644.6366535025)"
161,tile_1026_9120.tif,"[149, 125, 176, 153]","(238944.92137727127, 8062645.622653502)","(238945.15087727128, 8062645.384653502)"
162,tile_1026_9120.tif,"[395, 410, 418, 443]","(238947.01237727128, 8062643.200153503)","(238947.20787727128, 8062642.919653502)"
163,tile_1026_9120.tif,"[1701, 310, 1726, 341]","(238958.11337727128, 8062644.050153502)","(238958.32587727127, 8062643.786653502)"
164,tile_1026_9120.tif,"[1690, 119, 1725, 160]","(238958.01987727126, 8062645.673653502)","(238958.31737727128, 8062645.325153503)"
165,tile_1026_9120.tif,"[975, 318, 1012, 360]","(238951.94237727128, 8062643.982153502)","(238952.25687727128, 8062643.625153502)"
166,tile_11286_0.tif,"[1325, 809, 1347, 849]","(238877.3973772713, 8062552.598653503)","(238877.58437727127, 8062552.258653502)"
167,tile_11286_0.tif,"[1052, 233, 1076, 263]","(238875.0768772713, 8062557.4946535025)","(238875.2808772713, 8062557.239653503)"
168,tile_11286_0.tif,"[1410, 540, 1430, 580]","(238878.1198772713, 8062554.885153502)","(238878.28987727128, 8062554.545153502)"
169,tile_11286_0.tif,"[1506, 105, 1553, 137]","(238878.9358772713, 8062558.582653502)","(238879.3353772713, 8062558.310653502)"
170,tile_11286_0.tif,"[1082, 790, 1119, 836]","(238875.3318772713, 8062552.760153502)","(238875.64637727127, 8062552.369153502)"
171,tile_11286_10944.tif,"[787, 9, 813, 33]","(238965.8483772713, 8062559.398653503)","(238966.06937727128, 8062559.194653503)"
172,tile_11286_10944.tif,"[725, 147, 751, 187]","(238965.3213772713, 8062558.225653502)","(238965.54237727128, 8062557.885653502)"
173,tile_11286_10944.tif,"[902, 220, 941, 257]","(238966.8258772713, 8062557.605153502)","(238967.1573772713, 8062557.290653503)"
174,tile_11286_10944.tif,"[1359, 336, 1397, 363]","(238970.7103772713, 8062556.619153502)","(238971.0333772713, 8062556.389653502)"
175,tile_11286_10944.tif,"[614, 65, 660, 106]","(238964.3778772713, 8062558.922653502)","(238964.7688772713, 8062558.5741535025)"
176,tile_11286_12768.tif,"[416, 481, 440, 503]","(238978.19887727126, 8062555.3866535025)","(238978.40287727126, 8062555.199653503)"
177,tile_11286_12768.tif,"[738, 132, 773, 181]","(238980.9358772713, 8062558.353153503)","(238981.23337727127, 8062557.936653502)"
178,tile_11286_12768.tif,"[1201, 843, 1232, 879]","(238984.87137727128, 8062552.309653502)","(238985.13487727128, 8062552.003653502)"
179,tile_11286_12768.tif,"[722, 44, 770, 90]","(238980.79987727126, 8062559.101153502)","(238981.20787727128, 8062558.710153502)"
180,tile_11286_12768.tif,"[1399, 699, 1431, 720]","(238986.55437727127, 8062553.533653502)","(238986.82637727127, 8062553.355153502)"
181,tile_11286_14592.tif,"[415, 265, 446, 302]","(238993.69437727128, 8062557.222653503)","(238993.95787727128, 8062556.908153502)"
182,tile_11286_14592.tif,"[830, 128, 867, 176]","(238997.22187727128, 8062558.387153503)","(238997.5363772713, 8062557.979153503)"
183,tile_11286_14592.tif,"[1225, 966, 1252, 1007]","(239000.5793772713, 8062551.264153502)","(239000.80887727128, 8062550.915653503)"
184,tile_11286_14592.tif,"[1592, 825, 1613, 872]","(239003.6988772713, 8062552.462653502)","(239003.8773772713, 8062552.0631535025)"
185,tile_11286_14592.tif,"[139, 657, 172, 683]","(238991.3483772713, 8062553.890653502)","(238991.6288772713, 8062553.669653502)"
186,tile_11286_16416.tif,"[843, 381, 887, 428]","(239012.83637727128, 8062556.236653502)","(239013.2103772713, 8062555.837153503)"
187,tile_11286_16416.tif,"[437, 912, 485, 944]","(239009.38537727128, 8062551.723153503)","(239009.79337727127, 8062551.451153502)"
188,tile_11286_16416.tif,"[1186, 962, 1215, 993]","(239015.75187727128, 8062551.298153502)","(239015.9983772713, 8062551.0346535025)"
189,tile_11286_16416.tif,"[620, 525, 660, 562]","(239010.94087727126, 8062555.012653503)","(239011.2808772713, 8062554.698153502)"
190,tile_11286_16416.tif,"[480, 229, 524, 270]","(239009.7508772713, 8062557.528653502)","(239010.12487727127, 8062557.180153502)"
191,tile_11286_1824.tif,"[179, 584, 210, 620]","(238883.16037727127, 8062554.511153502)","(238883.42387727127, 8062554.2051535025)"
192,tile_11286_1824.tif,"[1017, 169, 1065, 193]","(238890.28337727126, 8062558.038653502)","(238890.69137727126, 8062557.834653502)"
193,tile_11286_1824.tif,"[522, 574, 570, 598]","(238886.07587727127, 8062554.596153502)","(238886.48387727127, 8062554.392153502)"
194,tile_11286_1824.tif,"[337, 297, 361, 317]","(238884.50337727126, 8062556.950653503)","(238884.70737727126, 8062556.780653502)"
195,tile_11286_1824.tif,"[39, 571, 79, 606]","(238881.97037727127, 8062554.621653502)","(238882.31037727126, 8062554.3241535025)"
196,tile_11286_18240.tif,"[42, 148, 82, 168]","(239021.53187727128, 8062558.217153503)","(239021.8718772713, 8062558.047153503)"
197,tile_11286_18240.tif,"[21, 104, 41, 138]","(239021.3533772713, 8062558.591153502)","(239021.52337727128, 8062558.302153503)"
198,tile_11286_18240.tif,"[0, 99, 25, 142]","(239021.1748772713, 8062558.633653502)","(239021.38737727128, 8062558.268153503)"
199,tile_11286_18240.tif,"[28, 852, 76, 893]","(239021.4128772713, 8062552.233153502)","(239021.8208772713, 8062551.884653502)"
200,tile_11286_18240.tif,"[29, 796, 73, 817]","(239021.4213772713, 8062552.709153502)","(239021.79537727128, 8062552.530653502)"
201,tile_11286_3648.tif,"[1469, 772, 1505, 803]","(238909.62937727128, 8062552.913153502)","(238909.9353772713, 8062552.649653503)"
202,tile_11286_3648.tif,"[1326, 42, 1359, 68]","(238908.4138772713, 8062559.118153502)","(238908.69437727128, 8062558.897153502)"
203,tile_11286_3648.tif,"[1652, 487, 1688, 524]","(238911.1848772713, 8062555.3356535025)","(238911.49087727128, 8062555.021153502)"
204,tile_11286_3648.tif,"[1551, 817, 1572, 838]","(238910.3263772713, 8062552.530653502)","(238910.50487727128, 8062552.352153502)"
205,tile_11286_3648.tif,"[822, 20, 845, 48]","(238904.12987727128, 8062559.305153502)","(238904.32537727128, 8062559.067153502)"
206,tile_11286_5472.tif,"[664, 267, 690, 291]","(238918.29087727127, 8062557.205653503)","(238918.51187727126, 8062557.001653503)"
