id,image,pixel_bbox,gps_top_left,gps_bottom_right
2705,tile_54378_10944.tif,"[370, 127, 419, 162]","(238962.30387727128, 8062192.1136535015)","(238962.7203772713, 8062191.816153502)"
2706,tile_54378_12768.tif,"[1085, 480, 1105, 515]","(238983.88537727128, 8062189.113153501)","(238984.0553772713, 8062188.815653502)"
2707,tile_54378_12768.tif,"[1327, 879, 1373, 904]","(238985.94237727128, 8062185.7216535015)","(238986.33337727128, 8062185.509153502)"
2708,tile_54378_12768.tif,"[562, 187, 600, 226]","(238979.43987727127, 8062191.603653502)","(238979.76287727128, 8062191.272153501)"
2709,tile_54378_12768.tif,"[568, 26, 609, 53]","(238979.49087727128, 8062192.972153502)","(238979.83937727127, 8062192.742653502)"
2710,tile_54378_12768.tif,"[1049, 738, 1096, 787]","(238983.57937727126, 8062186.920153501)","(238983.97887727126, 8062186.503653502)"
2711,tile_54378_14592.tif,"[760, 221, 780, 264]","(238996.62687727128, 8062191.314653502)","(238996.7968772713, 8062190.949153502)"
2712,tile_54378_14592.tif,"[217, 133, 245, 155]","(238992.0113772713, 8062192.0626535015)","(238992.24937727128, 8062191.875653502)"
2713,tile_54378_14592.tif,"[1524, 859, 1553, 888]","(239003.12087727129, 8062185.891653501)","(239003.3673772713, 8062185.645153502)"
2714,tile_54378_14592.tif,"[911, 355, 941, 392]","(238997.9103772713, 8062190.175653501)","(238998.1653772713, 8062189.861153502)"
2715,tile_54378_14592.tif,"[1576, 142, 1607, 177]","(239003.5628772713, 8062191.986153502)","(239003.8263772713, 8062191.688653502)"
2716,tile_54378_16416.tif,"[294, 671, 322, 710]","(239008.16987727128, 8062187.489653502)","(239008.40787727127, 8062187.158153501)"
2717,tile_54378_16416.tif,"[937, 97, 980, 141]","(239013.63537727128, 8062192.368653501)","(239014.0008772713, 8062191.994653502)"
2718,tile_54378_16416.tif,"[816, 961, 849, 981]","(239012.6068772713, 8062185.024653502)","(239012.88737727128, 8062184.854653502)"
2719,tile_54378_16416.tif,"[706, 365, 732, 410]","(239011.67187727126, 8062190.090653501)","(239011.89287727128, 8062189.708153502)"
2720,tile_54378_16416.tif,"[1285, 437, 1314, 474]","(239016.5933772713, 8062189.478653502)","(239016.83987727127, 8062189.164153501)"
2721,tile_54378_1824.tif,"[122, 827, 143, 863]","(238882.67587727128, 8062186.163653501)","(238882.85437727126, 8062185.857653501)"
2722,tile_54378_1824.tif,"[852, 909, 879, 936]","(238888.88087727127, 8062185.466653502)","(238889.11037727128, 8062185.237153502)"
2723,tile_54378_1824.tif,"[905, 742, 930, 782]","(238889.33137727127, 8062186.886153501)","(238889.54387727127, 8062186.546153502)"
2724,tile_54378_1824.tif,"[1153, 196, 1184, 229]","(238891.43937727128, 8062191.527153501)","(238891.70287727128, 8062191.246653502)"
2725,tile_54378_1824.tif,"[660, 95, 692, 134]","(238887.24887727128, 8062192.385653501)","(238887.52087727128, 8062192.054153502)"
2726,tile_54378_18240.tif,"[42, 350, 85, 395]","(239021.53187727128, 8062190.218153502)","(239021.8973772713, 8062189.835653502)"
2727,tile_54378_18240.tif,"[27, 196, 56, 238]","(239021.4043772713, 8062191.527153501)","(239021.65087727128, 8062191.170153501)"
2728,tile_54378_18240.tif,"[7, 94, 52, 130]","(239021.2343772713, 8062192.394153502)","(239021.6168772713, 8062192.088153502)"
2729,tile_54378_18240.tif,"[39, 7, 70, 39]","(239021.5063772713, 8062193.133653502)","(239021.7698772713, 8062192.861653502)"
2730,tile_54378_18240.tif,"[27, 262, 61, 306]","(239021.4043772713, 8062190.9661535015)","(239021.6933772713, 8062190.592153502)"
2731,tile_54378_3648.tif,"[1335, 517, 1374, 545]","(238908.4903772713, 8062188.798653502)","(238908.8218772713, 8062188.560653502)"
2732,tile_54378_3648.tif,"[202, 383, 239, 414]","(238898.8598772713, 8062189.9376535015)","(238899.1743772713, 8062189.674153502)"
2733,tile_54378_3648.tif,"[186, 67, 224, 102]","(238898.7238772713, 8062192.623653501)","(238899.0468772713, 8062192.326153502)"
2734,tile_54378_3648.tif,"[1316, 458, 1340, 505]","(238908.3288772713, 8062189.300153501)","(238908.5328772713, 8062188.900653502)"
2735,tile_54378_3648.tif,"[1034, 55, 1070, 79]","(238905.93187727127, 8062192.725653502)","(238906.23787727128, 8062192.521653501)"
2736,tile_54378_5472.tif,"[87, 136, 120, 182]","(238913.38637727126, 8062192.037153502)","(238913.66687727126, 8062191.646153502)"
2737,tile_54378_5472.tif,"[1659, 645, 1684, 670]","(238926.74837727126, 8062187.710653502)","(238926.96087727128, 8062187.498153502)"
2738,tile_54378_5472.tif,"[1387, 305, 1419, 340]","(238924.43637727128, 8062190.600653502)","(238924.70837727128, 8062190.303153502)"
2739,tile_54378_5472.tif,"[932, 908, 973, 947]","(238920.56887727126, 8062185.475153502)","(238920.91737727128, 8062185.143653502)"
2740,tile_54378_5472.tif,"[1576, 420, 1596, 468]","(238926.04287727128, 8062189.623153502)","(238926.21287727126, 8062189.215153501)"
2741,tile_54378_7296.tif,"[315, 30, 355, 74]","(238930.82837727127, 8062192.938153502)","(238931.1683772713, 8062192.564153502)"
2742,tile_54378_7296.tif,"[1692, 756, 1734, 787]","(238942.5328772713, 8062186.7671535015)","(238942.8898772713, 8062186.503653502)"
2743,tile_54378_7296.tif,"[1748, 838, 1795, 863]","(238943.0088772713, 8062186.070153502)","(238943.4083772713, 8062185.857653501)"
2744,tile_54378_7296.tif,"[1737, 456, 1785, 488]","(238942.91537727127, 8062189.317153501)","(238943.3233772713, 8062189.045153501)"
2745,tile_54378_7296.tif,"[1108, 625, 1143, 673]","(238937.5688772713, 8062187.8806535015)","(238937.86637727128, 8062187.472653502)"
2746,tile_54378_9120.tif,"[415, 496, 436, 541]","(238947.18237727127, 8062188.9771535015)","(238947.36087727128, 8062188.594653502)"
2747,tile_54378_9120.tif,"[232, 268, 273, 288]","(238945.62687727128, 8062190.915153502)","(238945.97537727127, 8062190.745153502)"
2748,tile_54378_9120.tif,"[209, 606, 246, 631]","(238945.43137727128, 8062188.042153502)","(238945.74587727129, 8062187.8296535015)"
2749,tile_54378_9120.tif,"[1005, 845, 1032, 877]","(238952.19737727128, 8062186.010653501)","(238952.42687727127, 8062185.7386535015)"
2750,tile_54378_9120.tif,"[597, 95, 637, 140]","(238948.72937727126, 8062192.385653501)","(238949.06937727128, 8062192.003153502)"
2751,tile_55404_0.tif,"[365, 840, 398, 886]","(238869.2373772713, 8062177.332153502)","(238869.51787727128, 8062176.941153502)"
2752,tile_55404_0.tif,"[1111, 185, 1151, 232]","(238875.57837727127, 8062182.899653502)","(238875.91837727127, 8062182.5001535015)"
2753,tile_55404_0.tif,"[1545, 898, 1573, 930]","(238879.2673772713, 8062176.839153502)","(238879.50537727127, 8062176.567153502)"
2754,tile_55404_0.tif,"[1479, 968, 1528, 1011]","(238878.70637727127, 8062176.2441535015)","(238879.1228772713, 8062175.878653502)"
2755,tile_55404_0.tif,"[885, 230, 926, 261]","(238873.65737727127, 8062182.5171535015)","(238874.0058772713, 8062182.253653502)"
2756,tile_55404_10944.tif,"[525, 247, 572, 282]","(238963.62137727128, 8062182.372653502)","(238964.02087727128, 8062182.075153502)"
2757,tile_55404_10944.tif,"[1530, 313, 1552, 350]","(238972.1638772713, 8062181.811653501)","(238972.3508772713, 8062181.497153502)"
2758,tile_55404_10944.tif,"[1548, 899, 1597, 939]","(238972.31687727128, 8062176.830653502)","(238972.73337727127, 8062176.490653502)"
2759,tile_55404_10944.tif,"[573, 31, 599, 57]","(238964.02937727128, 8062184.208653502)","(238964.2503772713, 8062183.987653502)"
2760,tile_55404_10944.tif,"[1294, 331, 1326, 373]","(238970.1578772713, 8062181.658653501)","(238970.4298772713, 8062181.301653502)"
2761,tile_55404_12768.tif,"[820, 844, 865, 877]","(238981.63287727127, 8062177.298153502)","(238982.01537727128, 8062177.017653502)"
2762,tile_55404_12768.tif,"[863, 379, 887, 415]","(238981.9983772713, 8062181.250653502)","(238982.2023772713, 8062180.944653502)"
2763,tile_55404_12768.tif,"[1656, 240, 1688, 275]","(238988.73887727127, 8062182.432153502)","(238989.01087727127, 8062182.134653502)"
2764,tile_55404_12768.tif,"[816, 516, 860, 552]","(238981.5988772713, 8062180.086153502)","(238981.97287727127, 8062179.780153502)"
2765,tile_55404_12768.tif,"[157, 303, 200, 350]","(238975.99737727127, 8062181.896653502)","(238976.36287727128, 8062181.497153502)"
2766,tile_55404_14592.tif,"[1306, 39, 1335, 82]","(239001.26787727128, 8062184.140653502)","(239001.5143772713, 8062183.775153502)"
2767,tile_55404_14592.tif,"[1152, 894, 1188, 927]","(238999.9588772713, 8062176.873153502)","(239000.2648772713, 8062176.592653502)"
2768,tile_55404_14592.tif,"[1599, 338, 1639, 362]","(239003.7583772713, 8062181.599153502)","(239004.0983772713, 8062181.395153502)"
2769,tile_55404_14592.tif,"[1705, 176, 1731, 222]","(239004.65937727128, 8062182.976153502)","(239004.8803772713, 8062182.5851535015)"
2770,tile_55404_14592.tif,"[68, 183, 104, 231]","(238990.7448772713, 8062182.916653502)","(238991.05087727128, 8062182.508653502)"
2771,tile_55404_16416.tif,"[1354, 972, 1400, 996]","(239017.17987727126, 8062176.2101535015)","(239017.57087727127, 8062176.006153502)"
2772,tile_55404_16416.tif,"[1008, 23, 1035, 56]","(239014.23887727127, 8062184.276653502)","(239014.4683772713, 8062183.996153502)"
2773,tile_55404_16416.tif,"[1640, 926, 1668, 953]","(239019.61087727128, 8062176.601153502)","(239019.8488772713, 8062176.371653502)"
2774,tile_55404_16416.tif,"[597, 815, 637, 860]","(239010.74537727126, 8062177.544653501)","(239011.0853772713, 8062177.162153502)"
2775,tile_55404_16416.tif,"[116, 388, 165, 421]","(239006.65687727128, 8062181.174153502)","(239007.07337727127, 8062180.893653502)"
2776,tile_55404_1824.tif,"[329, 9, 372, 48]","(238884.43537727126, 8062184.395653502)","(238884.80087727128, 8062184.064153502)"
2777,tile_55404_1824.tif,"[1151, 557, 1179, 594]","(238891.42237727126, 8062179.737653502)","(238891.66037727127, 8062179.423153502)"
2778,tile_55404_1824.tif,"[344, 552, 373, 582]","(238884.56287727127, 8062179.780153502)","(238884.80937727127, 8062179.525153502)"
2779,tile_55404_1824.tif,"[1371, 478, 1397, 505]","(238893.29237727128, 8062180.4091535015)","(238893.51337727127, 8062180.179653502)"
2780,tile_55404_1824.tif,"[454, 86, 476, 112]","(238885.49787727126, 8062183.741153502)","(238885.68487727127, 8062183.520153502)"
2781,tile_55404_18240.tif,"[31, 117, 57, 137]","(239021.4383772713, 8062183.477653502)","(239021.65937727128, 8062183.307653502)"
2782,tile_55404_18240.tif,"[34, 431, 66, 454]","(239021.46387727128, 8062180.808653502)","(239021.7358772713, 8062180.613153501)"
2783,tile_55404_18240.tif,"[41, 683, 71, 728]","(239021.52337727128, 8062178.666653502)","(239021.7783772713, 8062178.2841535015)"
2784,tile_55404_18240.tif,"[31, 676, 72, 696]","(239021.4383772713, 8062178.726153502)","(239021.78687727128, 8062178.556153501)"
2785,tile_55404_18240.tif,"[40, 715, 68, 756]","(239021.5148772713, 8062178.394653502)","(239021.7528772713, 8062178.046153502)"
2786,tile_55404_3648.tif,"[442, 102, 469, 138]","(238900.8998772713, 8062183.605153502)","(238901.12937727128, 8062183.299153502)"
2787,tile_55404_3648.tif,"[553, 586, 574, 630]","(238901.8433772713, 8062179.491153502)","(238902.0218772713, 8062179.117153502)"
2788,tile_55404_3648.tif,"[1683, 845, 1705, 889]","(238911.44837727127, 8062177.2896535015)","(238911.63537727128, 8062176.915653502)"
2789,tile_55404_3648.tif,"[775, 196, 808, 242]","(238903.73037727128, 8062182.806153501)","(238904.01087727127, 8062182.415153502)"
2790,tile_55404_3648.tif,"[1677, 462, 1709, 509]","(238911.3973772713, 8062180.545153501)","(238911.6693772713, 8062180.145653502)"
2791,tile_55404_5472.tif,"[74, 531, 117, 558]","(238913.27587727128, 8062179.958653502)","(238913.64137727127, 8062179.729153502)"
2792,tile_55404_5472.tif,"[1268, 710, 1304, 754]","(238923.42487727126, 8062178.437153501)","(238923.73087727127, 8062178.063153502)"
2793,tile_55404_5472.tif,"[1682, 257, 1711, 286]","(238926.94387727126, 8062182.287653502)","(238927.19037727127, 8062182.041153502)"
2794,tile_55404_5472.tif,"[1410, 539, 1437, 563]","(238924.63187727128, 8062179.890653502)","(238924.86137727127, 8062179.686653501)"
2795,tile_55404_5472.tif,"[828, 242, 854, 267]","(238919.68487727127, 8062182.415153502)","(238919.90587727126, 8062182.202653502)"
2796,tile_55404_7296.tif,"[1194, 128, 1218, 170]","(238938.2998772713, 8062183.384153502)","(238938.5038772713, 8062183.027153502)"
2797,tile_55404_7296.tif,"[725, 270, 766, 301]","(238934.3133772713, 8062182.177153502)","(238934.66187727128, 8062181.913653502)"
2798,tile_55404_7296.tif,"[1465, 570, 1497, 603]","(238940.6033772713, 8062179.627153502)","(238940.8753772713, 8062179.3466535015)"
2799,tile_55404_7296.tif,"[936, 310, 959, 345]","(238936.1068772713, 8062181.837153502)","(238936.3023772713, 8062181.5396535015)"
2800,tile_55404_7296.tif,"[840, 229, 872, 269]","(238935.2908772713, 8062182.525653502)","(238935.5628772713, 8062182.185653502)"
2801,tile_55404_9120.tif,"[586, 599, 608, 630]","(238948.63587727127, 8062179.3806535015)","(238948.82287727128, 8062179.117153502)"
2802,tile_55404_9120.tif,"[1143, 379, 1190, 399]","(238953.37037727126, 8062181.250653502)","(238953.76987727126, 8062181.080653502)"
2803,tile_55404_9120.tif,"[1004, 696, 1039, 722]","(238952.18887727128, 8062178.556153501)","(238952.48637727127, 8062178.3351535015)"
2804,tile_55404_9120.tif,"[1635, 10, 1667, 56]","(238957.55237727126, 8062184.387153502)","(238957.82437727126, 8062183.996153502)"
2805,tile_55404_9120.tif,"[1484, 886, 1523, 923]","(238956.26887727127, 8062176.941153502)","(238956.60037727127, 8062176.626653502)"
2806,tile_56430_0.tif,"[1477, 329, 1513, 358]","(238878.68937727128, 8062172.9546535015)","(238878.9953772713, 8062172.708153502)"
2807,tile_56430_0.tif,"[376, 3, 419, 49]","(238869.33087727128, 8062175.725653502)","(238869.6963772713, 8062175.334653502)"
2808,tile_56430_0.tif,"[251, 61, 274, 100]","(238868.26837727128, 8062175.232653502)","(238868.46387727128, 8062174.901153502)"
2809,tile_56430_0.tif,"[187, 120, 233, 149]","(238867.72437727128, 8062174.731153502)","(238868.1153772713, 8062174.484653502)"
2810,tile_56430_0.tif,"[1177, 499, 1220, 537]","(238876.1393772713, 8062171.509653502)","(238876.50487727128, 8062171.186653502)"
2811,tile_56430_10944.tif,"[283, 367, 308, 413]","(238961.56437727128, 8062172.631653502)","(238961.77687727127, 8062172.240653502)"
2812,tile_56430_10944.tif,"[855, 41, 903, 63]","(238966.4263772713, 8062175.402653502)","(238966.8343772713, 8062175.215653501)"
2813,tile_56430_10944.tif,"[541, 112, 564, 158]","(238963.75737727128, 8062174.799153502)","(238963.95287727128, 8062174.408153502)"
2814,tile_56430_10944.tif,"[855, 91, 888, 121]","(238966.4263772713, 8062174.977653502)","(238966.7068772713, 8062174.722653502)"
2815,tile_56430_10944.tif,"[414, 115, 434, 143]","(238962.6778772713, 8062174.773653502)","(238962.8478772713, 8062174.535653502)"
2816,tile_56430_12768.tif,"[847, 689, 895, 738]","(238981.86237727126, 8062169.894653502)","(238982.27037727128, 8062169.478153502)"
2817,tile_56430_12768.tif,"[125, 265, 170, 304]","(238975.72537727127, 8062173.498653502)","(238976.10787727128, 8062173.167153502)"
2818,tile_56430_12768.tif,"[1315, 102, 1359, 133]","(238985.84037727126, 8062174.884153502)","(238986.21437727127, 8062174.620653502)"
2819,tile_56430_12768.tif,"[385, 859, 415, 905]","(238977.93537727126, 8062168.449653502)","(238978.19037727127, 8062168.058653502)"
2820,tile_56430_12768.tif,"[546, 54, 589, 82]","(238979.30387727128, 8062175.292153502)","(238979.66937727126, 8062175.054153502)"
2821,tile_56430_14592.tif,"[702, 368, 738, 415]","(238996.1338772713, 8062172.623153502)","(238996.4398772713, 8062172.223653502)"
2822,tile_56430_14592.tif,"[1091, 915, 1130, 962]","(238999.4403772713, 8062167.973653502)","(238999.7718772713, 8062167.574153502)"
2823,tile_56430_14592.tif,"[352, 551, 395, 589]","(238993.1588772713, 8062171.067653502)","(238993.5243772713, 8062170.744653502)"
2824,tile_56430_14592.tif,"[885, 615, 921, 636]","(238997.68937727128, 8062170.523653502)","(238997.9953772713, 8062170.345153502)"
2825,tile_56430_14592.tif,"[1458, 622, 1501, 648]","(239002.5598772713, 8062170.464153502)","(239002.92537727128, 8062170.243153502)"
2826,tile_56430_16416.tif,"[1153, 784, 1177, 815]","(239015.4713772713, 8062169.087153502)","(239015.67537727128, 8062168.823653501)"
2827,tile_56430_16416.tif,"[1135, 32, 1164, 70]","(239015.31837727127, 8062175.479153502)","(239015.56487727127, 8062175.156153502)"
2828,tile_56430_16416.tif,"[519, 164, 550, 187]","(239010.08237727126, 8062174.357153502)","(239010.34587727126, 8062174.161653502)"
2829,tile_56430_16416.tif,"[539, 117, 585, 142]","(239010.25237727127, 8062174.756653502)","(239010.64337727128, 8062174.544153502)"
2830,tile_56430_16416.tif,"[1576, 133, 1611, 168]","(239019.06687727128, 8062174.620653502)","(239019.36437727127, 8062174.323153502)"
2831,tile_56430_1824.tif,"[395, 416, 434, 450]","(238884.99637727128, 8062172.215153502)","(238885.32787727128, 8062171.9261535015)"
2832,tile_56430_1824.tif,"[1394, 194, 1440, 225]","(238893.48787727125, 8062174.1021535015)","(238893.87887727126, 8062173.838653502)"
2833,tile_56430_1824.tif,"[642, 658, 674, 697]","(238887.09587727126, 8062170.158153502)","(238887.36787727126, 8062169.826653502)"
2834,tile_56430_1824.tif,"[1733, 966, 1779, 1015]","(238896.36937727127, 8062167.540153502)","(238896.76037727128, 8062167.123653502)"
2835,tile_56430_1824.tif,"[1405, 173, 1429, 220]","(238893.58137727127, 8062174.280653502)","(238893.78537727127, 8062173.881153502)"
2836,tile_56430_18240.tif,"[23, 506, 51, 532]","(239021.3703772713, 8062171.450153502)","(239021.6083772713, 8062171.229153502)"
2837,tile_56430_18240.tif,"[13, 395, 60, 425]","(239021.2853772713, 8062172.393653502)","(239021.6848772713, 8062172.138653502)"
2838,tile_56430_18240.tif,"[28, 566, 65, 598]","(239021.4128772713, 8062170.940153502)","(239021.72737727128, 8062170.668153502)"
2839,tile_56430_18240.tif,"[6, 479, 32, 509]","(239021.2258772713, 8062171.679653502)","(239021.4468772713, 8062171.424653502)"
2840,tile_56430_18240.tif,"[1, 495, 22, 519]","(239021.18337727129, 8062171.543653502)","(239021.3618772713, 8062171.339653502)"
2841,tile_56430_3648.tif,"[1515, 374, 1542, 421]","(238910.02037727128, 8062172.572153502)","(238910.24987727127, 8062172.172653502)"
2842,tile_56430_3648.tif,"[502, 592, 539, 621]","(238901.40987727128, 8062170.719153502)","(238901.72437727128, 8062170.472653502)"
2843,tile_56430_3648.tif,"[738, 653, 760, 682]","(238903.4158772713, 8062170.200653502)","(238903.60287727127, 8062169.954153502)"
2844,tile_56430_3648.tif,"[92, 507, 141, 543]","(238897.9248772713, 8062171.441653502)","(238898.34137727128, 8062171.135653502)"
2845,tile_56430_3648.tif,"[359, 468, 380, 514]","(238900.19437727128, 8062171.773153502)","(238900.3728772713, 8062171.382153502)"
2846,tile_56430_5472.tif,"[1157, 464, 1201, 489]","(238922.48137727127, 8062171.807153502)","(238922.85537727128, 8062171.594653502)"
2847,tile_56430_5472.tif,"[1572, 239, 1598, 278]","(238926.00887727126, 8062173.719653502)","(238926.22987727128, 8062173.388153502)"
2848,tile_56430_5472.tif,"[1102, 395, 1125, 437]","(238922.01387727127, 8062172.393653502)","(238922.20937727127, 8062172.036653502)"
2849,tile_56430_5472.tif,"[679, 401, 711, 423]","(238918.41837727127, 8062172.342653502)","(238918.69037727127, 8062172.155653502)"
2850,tile_56430_5472.tif,"[1086, 193, 1131, 227]","(238921.87787727127, 8062174.110653502)","(238922.26037727128, 8062173.821653502)"
2851,tile_56430_7296.tif,"[515, 859, 564, 900]","(238932.5283772713, 8062168.449653502)","(238932.94487727128, 8062168.101153502)"
2852,tile_56430_7296.tif,"[1050, 951, 1080, 974]","(238937.07587727127, 8062167.667653502)","(238937.33087727128, 8062167.472153502)"
2853,tile_56430_7296.tif,"[544, 360, 591, 385]","(238932.7748772713, 8062172.691153502)","(238933.1743772713, 8062172.478653502)"
2854,tile_56430_7296.tif,"[401, 569, 438, 597]","(238931.55937727127, 8062170.9146535015)","(238931.87387727128, 8062170.676653502)"
2855,tile_56430_7296.tif,"[315, 748, 341, 769]","(238930.82837727127, 8062169.393153502)","(238931.0493772713, 8062169.214653502)"
2856,tile_56430_9120.tif,"[1074, 409, 1101, 437]","(238952.7838772713, 8062172.274653502)","(238953.01337727127, 8062172.036653502)"
2857,tile_56430_9120.tif,"[7, 863, 51, 891]","(238943.71437727127, 8062168.415653502)","(238944.08837727128, 8062168.177653502)"
2858,tile_56430_9120.tif,"[1622, 602, 1660, 632]","(238957.44187727128, 8062170.634153502)","(238957.7648772713, 8062170.379153502)"
2859,tile_56430_9120.tif,"[226, 435, 267, 470]","(238945.57587727127, 8062172.053653502)","(238945.92437727127, 8062171.756153502)"
2860,tile_56430_9120.tif,"[867, 292, 903, 327]","(238951.02437727127, 8062173.269153502)","(238951.33037727128, 8062172.9716535015)"
2861,tile_57456_0.tif,"[1219, 929, 1258, 951]","(238876.49637727128, 8062159.133653502)","(238876.82787727128, 8062158.946653502)"
2862,tile_57456_0.tif,"[894, 895, 930, 929]","(238873.73387727127, 8062159.422653502)","(238874.03987727128, 8062159.133653502)"
2863,tile_57456_0.tif,"[1078, 964, 1108, 1007]","(238875.29787727128, 8062158.836153502)","(238875.5528772713, 8062158.470653502)"
2864,tile_57456_0.tif,"[935, 54, 982, 90]","(238874.0823772713, 8062166.571153502)","(238874.4818772713, 8062166.265153502)"
2865,tile_57456_0.tif,"[1404, 154, 1451, 189]","(238878.0688772713, 8062165.721153502)","(238878.4683772713, 8062165.423653502)"
2866,tile_57456_10944.tif,"[1284, 731, 1317, 773]","(238970.07287727128, 8062160.816653502)","(238970.3533772713, 8062160.459653502)"
2867,tile_57456_10944.tif,"[887, 260, 931, 280]","(238966.6983772713, 8062164.820153502)","(238967.07237727128, 8062164.650153502)"
2868,tile_57456_10944.tif,"[1478, 905, 1527, 939]","(238971.72187727128, 8062159.337653502)","(238972.1383772713, 8062159.048653502)"
2869,tile_57456_10944.tif,"[1108, 780, 1128, 827]","(238968.5768772713, 8062160.400153502)","(238968.74687727127, 8062160.000653502)"
2870,tile_57456_10944.tif,"[538, 268, 570, 305]","(238963.7318772713, 8062164.752153502)","(238964.0038772713, 8062164.437653502)"
2871,tile_57456_12768.tif,"[134, 298, 177, 345]","(238975.80187727127, 8062164.497153502)","(238976.16737727128, 8062164.097653502)"
2872,tile_57456_12768.tif,"[960, 570, 983, 598]","(238982.82287727128, 8062162.185153502)","(238983.01837727128, 8062161.947153502)"
2873,tile_57456_12768.tif,"[1351, 773, 1380, 798]","(238986.14637727127, 8062160.459653502)","(238986.39287727128, 8062160.247153502)"
2874,tile_57456_12768.tif,"[128, 783, 155, 827]","(238975.75087727126, 8062160.374653502)","(238975.98037727128, 8062160.000653502)"
2875,tile_57456_12768.tif,"[570, 457, 601, 491]","(238979.50787727127, 8062163.145653502)","(238979.77137727127, 8062162.856653502)"
2876,tile_57456_14592.tif,"[815, 87, 849, 123]","(238997.09437727128, 8062166.290653502)","(238997.3833772713, 8062165.984653502)"
2877,tile_57456_14592.tif,"[766, 81, 790, 125]","(238996.6778772713, 8062166.341653502)","(238996.88187727128, 8062165.967653502)"
2878,tile_57456_14592.tif,"[310, 812, 339, 834]","(238992.8018772713, 8062160.128153502)","(238993.04837727128, 8062159.941153502)"
2879,tile_57456_14592.tif,"[942, 627, 973, 664]","(238998.1738772713, 8062161.700653502)","(238998.4373772713, 8062161.386153502)"
2880,tile_57456_14592.tif,"[1244, 453, 1269, 497]","(239000.74087727128, 8062163.179653502)","(239000.95337727127, 8062162.805653502)"
2881,tile_57456_16416.tif,"[1646, 795, 1695, 836]","(239019.66187727128, 8062160.272653502)","(239020.07837727127, 8062159.924153502)"
2882,tile_57456_16416.tif,"[1282, 71, 1326, 113]","(239016.56787727127, 8062166.426653502)","(239016.94187727128, 8062166.069653502)"
2883,tile_57456_16416.tif,"[674, 593, 698, 613]","(239011.39987727127, 8062161.989653502)","(239011.60387727126, 8062161.819653502)"
2884,tile_57456_16416.tif,"[622, 287, 667, 324]","(239010.95787727128, 8062164.590653502)","(239011.34037727126, 8062164.276153502)"
2885,tile_57456_16416.tif,"[1715, 477, 1757, 525]","(239020.2483772713, 8062162.975653502)","(239020.60537727128, 8062162.567653502)"
2886,tile_57456_1824.tif,"[247, 328, 278, 374]","(238883.73837727128, 8062164.242153502)","(238884.00187727128, 8062163.851153502)"
2887,tile_57456_1824.tif,"[1563, 767, 1607, 813]","(238894.92437727127, 8062160.510653502)","(238895.29837727128, 8062160.119653502)"
2888,tile_57456_1824.tif,"[372, 193, 409, 216]","(238884.80087727128, 8062165.389653502)","(238885.11537727126, 8062165.194153502)"
2889,tile_57456_1824.tif,"[813, 554, 862, 597]","(238888.54937727127, 8062162.321153502)","(238888.96587727126, 8062161.955653502)"
2890,tile_57456_1824.tif,"[1428, 12, 1477, 47]","(238893.77687727127, 8062166.928153502)","(238894.19337727127, 8062166.630653502)"
2891,tile_57456_18240.tif,"[34, 293, 67, 331]","(239021.46387727128, 8062164.539653502)","(239021.7443772713, 8062164.216653502)"
2892,tile_57456_18240.tif,"[0, 281, 29, 327]","(239021.1748772713, 8062164.641653502)","(239021.4213772713, 8062164.250653502)"
2893,tile_57456_18240.tif,"[35, 795, 57, 828]","(239021.4723772713, 8062160.272653502)","(239021.65937727128, 8062159.992153502)"
2894,tile_57456_18240.tif,"[30, 708, 78, 730]","(239021.4298772713, 8062161.012153502)","(239021.8378772713, 8062160.825153502)"
2895,tile_57456_18240.tif,"[0, 871, 37, 912]","(239021.1748772713, 8062159.626653502)","(239021.4893772713, 8062159.278153502)"
2896,tile_57456_3648.tif,"[1498, 524, 1534, 549]","(238909.8758772713, 8062162.576153502)","(238910.18187727127, 8062162.363653502)"
2897,tile_57456_3648.tif,"[1772, 553, 1798, 580]","(238912.2048772713, 8062162.329653502)","(238912.42587727128, 8062162.100153502)"
2898,tile_57456_3648.tif,"[1392, 682, 1438, 728]","(238908.97487727128, 8062161.233153502)","(238909.36587727128, 8062160.842153502)"
2899,tile_57456_3648.tif,"[1724, 134, 1744, 155]","(238911.7968772713, 8062165.891153502)","(238911.96687727128, 8062165.712653502)"
2900,tile_57456_3648.tif,"[1354, 477, 1381, 520]","(238908.65187727127, 8062162.975653502)","(238908.8813772713, 8062162.610153502)"
2901,tile_57456_5472.tif,"[1039, 337, 1087, 369]","(238921.47837727127, 8062164.165653502)","(238921.88637727126, 8062163.893653502)"
2902,tile_57456_5472.tif,"[624, 769, 659, 818]","(238917.95087727127, 8062160.493653502)","(238918.24837727126, 8062160.077153502)"
2903,tile_57456_5472.tif,"[841, 373, 863, 394]","(238919.79537727128, 8062163.859653502)","(238919.98237727128, 8062163.681153502)"
2904,tile_57456_5472.tif,"[1046, 493, 1086, 536]","(238921.53787727127, 8062162.839653502)","(238921.87787727127, 8062162.474153502)"
2905,tile_57456_5472.tif,"[712, 186, 752, 235]","(238918.69887727126, 8062165.4491535025)","(238919.03887727126, 8062165.032653502)"
2906,tile_57456_7296.tif,"[237, 37, 273, 82]","(238930.16537727127, 8062166.715653502)","(238930.4713772713, 8062166.333153502)"
